rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating
13348,2005-08-19 20:31:48.000,2005-08-21 21:01:48.000,RICKETTS,1,Lethbridge,BEAUTY GREASE,5,4.99,28.99,G
13349,2005-08-19 20:43:16.000,2005-08-20 16:21:16.000,FULLER,1,Lethbridge,UPRISING UPTOWN,6,2.99,16.99,NC-17
13350,2005-08-19 20:44:00.000,2005-08-27 01:23:00.000,JOHNSTON,2,Woodridge,SCORPION APOLLO,3,4.99,23.99,NC-17
13351,2006-02-14 15:16:03.000,,PEREZ,2,Woodridge,TORQUE BOUND,3,4.99,27.99,G
13352,2005-08-19 20:51:40.000,2005-08-24 01:22:40.000,ROSS,2,Woodridge,MONEY HAROLD,3,2.99,17.99,PG
13353,2005-08-19 20:53:43.000,2005-08-25 01:25:43.000,HICKS,2,Woodridge,MUSSOLINI SPOILERS,6,2.99,10.99,G
13354,2005-08-19 20:55:23.000,2005-08-27 20:09:23.000,WILLIAMSON,1,Lethbridge,FACTORY DRAGON,4,0.99,9.99,PG-13
13355,2005-08-19 20:59:19.000,2005-08-23 21:44:19.000,SHANKS,2,Woodridge,CAT CONEHEADS,5,4.99,14.99,G
13356,2005-08-19 21:02:21.000,2005-08-24 00:31:21.000,COY,2,Woodridge,MOON BUNCH,7,0.99,20.99,PG
13357,2005-08-19 21:02:59.000,2005-08-25 23:46:59.000,CAUSEY,2,Woodridge,REQUIEM TYCOON,6,4.99,25.99,R
13358,2005-08-19 21:04:20.000,2005-08-24 20:49:20.000,FENNELL,1,Lethbridge,FORRESTER COMANCHEROS,7,4.99,22.99,NC-17
13359,2005-08-19 21:04:49.000,2005-08-27 01:46:49.000,TOMLIN,1,Lethbridge,TRAP GUYS,3,4.99,11.99,G
13360,2005-08-19 21:05:11.000,2005-08-24 16:05:11.000,THRASHER,1,Lethbridge,ROSES TREASURE,5,4.99,23.99,PG-13
13361,2005-08-19 21:07:22.000,2005-08-21 21:26:22.000,WOODS,2,Woodridge,VANILLA DAY,7,4.99,20.99,NC-17
13362,2005-08-19 21:07:54.000,2005-08-20 17:29:54.000,NETTLES,1,Lethbridge,CROOKED FROGMEN,6,0.99,27.99,PG-13
13363,2005-08-19 21:07:59.000,2005-08-21 17:08:59.000,CRAIG,1,Lethbridge,CAUSE DATE,3,2.99,16.99,R
13364,2005-08-19 21:09:30.000,2005-08-25 18:37:30.000,DEAN,1,Lethbridge,MUSCLE BRIGHT,7,2.99,23.99,G
13365,2005-08-19 21:12:37.000,2005-08-25 19:56:37.000,JOY,2,Woodridge,TOURIST PELICAN,4,4.99,18.99,PG-13
13366,2005-08-19 21:14:45.000,2005-08-21 03:06:45.000,JENSEN,1,Lethbridge,CENTER DINOSAUR,5,4.99,12.99,PG
13367,2005-08-19 21:19:27.000,2005-08-24 15:22:27.000,CHAMBERS,1,Lethbridge,ZOOLANDER FICTION,5,2.99,28.99,R
13368,2005-08-19 21:19:35.000,2005-08-21 16:12:35.000,MARTINO,2,Woodridge,DOGMA FAMILY,5,4.99,16.99,G
13369,2005-08-19 21:19:47.000,2005-08-24 23:25:47.000,GIBSON,1,Lethbridge,MOSQUITO ARMAGEDDON,6,0.99,22.99,G
13370,2005-08-19 21:20:11.000,2005-08-25 22:51:11.000,MYERS,1,Lethbridge,BANGER PINOCCHIO,5,0.99,15.99,R
13371,2005-08-19 21:21:47.000,2005-08-26 16:17:47.000,SCOTT,1,Lethbridge,ROUGE SQUAD,3,0.99,10.99,NC-17
13372,2005-08-19 21:23:19.000,2005-08-24 22:12:19.000,DANIELS,2,Woodridge,ROCKETEER MOTHER,3,0.99,27.99,PG-13
13373,2005-08-19 21:23:31.000,2005-08-25 22:38:31.000,MILLER,2,Woodridge,TELEMARK HEARTBREAKERS,6,2.99,9.99,PG-13
13374,2006-02-14 15:16:03.000,,BURTON,2,Woodridge,MOONWALKER FOOL,5,4.99,12.99,G
13375,2005-08-19 21:31:31.000,2005-08-29 00:17:31.000,ORTIZ,1,Lethbridge,DARLING BREAKING,7,4.99,20.99,PG-13
13376,2005-08-19 21:31:45.000,2005-08-22 01:14:45.000,CARTER,1,Lethbridge,CURTAIN VIDEOTAPE,7,0.99,27.99,PG-13
13377,2005-08-19 21:32:23.000,2005-08-25 22:24:23.000,BURLESON,1,Lethbridge,EVOLUTION ALTER,5,0.99,10.99,PG-13
13378,2005-08-19 21:33:35.000,2005-08-20 22:47:35.000,ARCE,1,Lethbridge,MOON BUNCH,7,0.99,20.99,PG
13379,2005-08-19 21:33:39.000,2005-08-22 21:00:39.000,BURTON,2,Woodridge,GHOST GROUNDHOG,6,4.99,18.99,G
13380,2005-08-19 21:36:58.000,2005-08-22 23:55:58.000,REA,1,Lethbridge,UNFORGIVEN ZOOLANDER,7,0.99,15.99,PG
13381,2005-08-19 21:37:57.000,2005-08-21 18:07:57.000,CLARK,1,Lethbridge,NEMO CAMPUS,5,2.99,23.99,NC-17
13382,2005-08-19 21:38:41.000,2005-08-28 15:49:41.000,QUIGLEY,1,Lethbridge,SNATCH SLIPPER,6,4.99,15.99,PG
13383,2005-08-19 21:38:44.000,2005-08-28 23:22:44.000,TOMLIN,1,Lethbridge,PULP BEVERLY,4,2.99,12.99,G
13384,2005-08-19 21:38:51.000,2005-08-23 17:55:51.000,COLBY,2,Woodridge,FLAMINGOS CONNECTICUT,4,4.99,28.99,PG-13
13385,2005-08-19 21:39:35.000,2005-08-22 22:38:35.000,HOFFMAN,2,Woodridge,VIDEOTAPE ARSENIC,4,4.99,10.99,NC-17
13386,2005-08-19 21:43:58.000,2005-08-24 20:29:58.000,COY,1,Lethbridge,WISDOM WORKER,3,0.99,12.99,R
13387,2005-08-19 21:46:10.000,2005-08-24 01:16:10.000,ADAM,1,Lethbridge,ANALYZE HOOSIERS,6,2.99,19.99,R
13388,2005-08-19 21:46:49.000,2005-08-27 16:18:49.000,BAUGH,1,Lethbridge,DARKNESS WAR,6,2.99,24.99,NC-17
13389,2005-08-19 21:52:51.000,2005-08-25 02:38:51.000,DOUGLAS,1,Lethbridge,ROBBERY BRIGHT,4,0.99,21.99,R
13390,2006-02-14 15:16:03.000,,MASON,2,Woodridge,NONE SPIKING,3,0.99,18.99,NC-17
13391,2005-08-19 22:01:42.000,2005-08-24 22:20:42.000,MARTIN,2,Woodridge,TUXEDO MILE,3,2.99,24.99,R
13392,2005-08-19 22:03:22.000,2005-08-28 19:27:22.000,MOELLER,2,Woodridge,CINCINATTI WHISPERER,5,4.99,26.99,NC-17
13393,2005-08-19 22:03:46.000,2005-08-28 19:19:46.000,HARRIS,1,Lethbridge,DATE SPEED,4,0.99,19.99,R
13394,2005-08-19 22:05:19.000,2005-08-21 23:53:19.000,PHILLIPS,2,Woodridge,MERMAID INSECTS,5,4.99,20.99,NC-17
13395,2005-08-19 22:05:40.000,2005-08-22 01:31:40.000,ROSS,1,Lethbridge,ALAMO VIDEOTAPE,6,0.99,16.99,G
13396,2005-08-19 22:06:09.000,2005-08-23 23:26:09.000,MCCURDY,2,Woodridge,TRAMP OTHERS,4,0.99,27.99,PG
13397,2005-08-19 22:06:35.000,2005-08-29 01:11:35.000,COUGHLIN,2,Woodridge,STEPMOM DREAM,7,4.99,9.99,NC-17
13398,2005-08-19 22:08:48.000,2005-08-23 03:24:48.000,SCHOFIELD,1,Lethbridge,ROMAN PUNK,7,0.99,28.99,NC-17
13399,2005-08-19 22:09:28.000,2005-08-25 20:25:28.000,CLARK,1,Lethbridge,KNOCK WARLOCK,4,2.99,21.99,PG-13
13400,2005-08-19 22:11:44.000,2005-08-20 23:27:44.000,HART,2,Woodridge,IRON MOON,7,4.99,27.99,PG
13401,2005-08-19 22:16:16.000,2005-08-25 19:01:16.000,DIXON,1,Lethbridge,BUTTERFLY CHOCOLAT,3,0.99,17.99,G
13402,2005-08-19 22:16:53.000,2005-08-22 22:28:53.000,MACKENZIE,1,Lethbridge,RECORDS ZORRO,7,4.99,11.99,PG
13403,2005-08-19 22:18:07.000,2005-08-27 19:23:07.000,WILLIAMS,2,Woodridge,RAGING AIRPLANE,4,4.99,18.99,R
13404,2005-08-19 22:18:42.000,2005-08-23 16:29:42.000,RALSTON,2,Woodridge,BOUND CHEAPER,5,0.99,17.99,PG
13405,2005-08-19 22:20:49.000,2005-08-28 21:21:49.000,BRADLEY,1,Lethbridge,FROST HEAD,5,0.99,13.99,PG
13406,2005-08-19 22:22:01.000,2005-08-22 18:16:01.000,FISHER,1,Lethbridge,PATTON INTERVIEW,4,2.99,22.99,PG
13407,2005-08-19 22:26:26.000,2005-08-22 16:34:26.000,HICKS,2,Woodridge,MAJESTIC FLOATS,5,0.99,15.99,PG
13408,2005-08-19 22:34:51.000,2005-08-21 03:30:51.000,OGLESBY,1,Lethbridge,NAME DETECTIVE,5,4.99,11.99,PG-13
13409,2005-08-19 22:36:26.000,2005-08-22 01:52:26.000,JOHNSTON,1,Lethbridge,CROSSROADS CASUALTIES,5,2.99,20.99,G
13410,2005-08-19 22:41:44.000,2005-08-26 18:05:44.000,GRAHAM,2,Woodridge,FICTION CHRISTMAS,4,0.99,14.99,PG
13411,2005-08-19 22:43:38.000,2005-08-26 18:29:38.000,CLARK,2,Woodridge,WEEKEND PERSONAL,5,2.99,26.99,R
13412,2005-08-19 22:46:35.000,2005-08-26 18:06:35.000,SCROGGINS,2,Woodridge,NATIONAL STORY,4,2.99,19.99,NC-17
13413,2005-08-19 22:46:46.000,2005-08-24 22:52:46.000,HEATON,1,Lethbridge,FORREST SONS,4,2.99,15.99,R
13414,2005-08-19 22:47:34.000,2005-08-21 02:50:34.000,LOVELACE,1,Lethbridge,TORQUE BOUND,3,4.99,27.99,G
13415,2005-08-19 22:48:09.000,2005-08-25 02:09:09.000,BRADLEY,2,Woodridge,DOUBLE WRATH,4,0.99,28.99,R
13416,2005-08-19 22:48:48.000,2005-08-21 22:09:48.000,SCHMIDT,2,Woodridge,DOGMA FAMILY,5,4.99,16.99,G
13417,2005-08-19 22:51:39.000,2005-08-23 03:34:39.000,CARY,2,Woodridge,ALTER VICTORY,6,0.99,27.99,PG-13
13418,2005-08-19 22:53:56.000,2005-08-28 02:05:56.000,MENDOZA,1,Lethbridge,INDIAN LOVE,4,0.99,26.99,NC-17
13419,2006-02-14 15:16:03.000,,BUFORD,1,Lethbridge,SCARFACE BANG,3,4.99,11.99,PG-13
13420,2005-08-19 22:57:25.000,2005-08-28 22:46:25.000,FORD,1,Lethbridge,GUYS FALCON,4,4.99,20.99,R
13421,2006-02-14 15:16:03.000,,HUEY,2,Woodridge,ACE GOLDFINGER,3,4.99,12.99,G
13422,2005-08-19 23:07:24.000,2005-08-28 04:12:24.000,SCROGGINS,1,Lethbridge,STAMPEDE DISTURBING,5,0.99,26.99,R
13423,2005-08-19 23:07:42.000,2005-08-26 20:45:42.000,TROUT,1,Lethbridge,CAPER MOTIONS,6,0.99,22.99,G
13424,2005-08-19 23:10:09.000,2005-08-23 02:25:09.000,MEYER,2,Woodridge,VIRGINIAN PLUTO,5,0.99,22.99,R
13425,2005-08-19 23:11:44.000,2005-08-25 21:19:44.000,NEWSOM,2,Woodridge,JUMPING WRATH,4,0.99,18.99,NC-17
13426,2005-08-19 23:15:00.000,2005-08-21 01:53:00.000,WILLIAMSON,2,Woodridge,ROXANNE REBEL,5,0.99,9.99,R
13427,2005-08-19 23:19:02.000,2005-08-21 18:30:02.000,ROMERO,1,Lethbridge,PLUTO OLEANDER,5,4.99,9.99,R
13428,2006-02-14 15:16:03.000,,TURNER,2,Woodridge,AMERICAN CIRCUS,3,4.99,17.99,R
13429,2005-08-19 23:25:37.000,2005-08-28 01:04:37.000,LEWIS,2,Woodridge,SLEEPING SUSPECTS,7,4.99,13.99,PG-13
13430,2005-08-19 23:25:43.000,2005-08-22 18:41:43.000,BOUDREAU,1,Lethbridge,NONE SPIKING,3,0.99,18.99,NC-17
13431,2005-08-19 23:28:15.000,2005-08-25 04:44:15.000,NGUYEN,1,Lethbridge,GORGEOUS BINGO,4,2.99,26.99,R
13432,2005-08-19 23:29:06.000,2005-08-23 00:57:06.000,WOOD,2,Woodridge,JEDI BENEATH,7,0.99,12.99,PG
13433,2005-08-19 23:30:53.000,2005-08-22 05:18:53.000,WAGNER,1,Lethbridge,GLASS DYING,4,0.99,24.99,G
13434,2005-08-19 23:34:26.000,2005-08-23 18:33:26.000,MORRISON,1,Lethbridge,IDOLS SNATCHERS,5,2.99,29.99,NC-17
13435,2005-08-19 23:35:44.000,2005-08-24 18:14:44.000,KING,2,Woodridge,STREAK RIDGEMONT,7,0.99,28.99,PG-13
13436,2005-08-19 23:36:25.000,2005-08-23 18:38:25.000,HERNANDEZ,1,Lethbridge,MAGNOLIA FORRESTER,4,0.99,28.99,PG-13
13437,2005-08-19 23:37:52.000,2005-08-28 22:17:52.000,TORRES,1,Lethbridge,KILLER INNOCENT,7,2.99,11.99,R
13438,2005-08-19 23:38:02.000,2005-08-26 21:36:02.000,WESTMORELAND,2,Woodridge,GREEK EVERYONE,7,2.99,11.99,PG
13439,2005-08-19 23:42:16.000,2005-08-26 21:24:16.000,BARBEE,2,Woodridge,SEABISCUIT PUNK,6,2.99,28.99,NC-17
13440,2005-08-19 23:42:52.000,2005-08-25 19:19:52.000,VARGAS,2,Woodridge,NEWTON LABYRINTH,4,0.99,9.99,PG
13441,2005-08-19 23:48:23.000,2005-08-28 23:47:23.000,WEBB,1,Lethbridge,PRIVATE DROP,7,4.99,26.99,PG
13442,2005-08-19 23:50:45.000,2005-08-27 22:01:45.000,FULTZ,1,Lethbridge,LOSE INCH,3,0.99,18.99,R
13443,2005-08-19 23:53:42.000,2005-08-28 05:37:42.000,DEAN,1,Lethbridge,PREJUDICE OLEANDER,6,4.99,15.99,PG-13
13444,2005-08-20 00:00:24.000,2005-08-21 05:59:24.000,BAKER,1,Lethbridge,MASKED BUBBLE,6,0.99,12.99,PG-13
13445,2005-08-20 00:05:33.000,2005-08-21 21:20:33.000,BESS,1,Lethbridge,GIANT TROOPERS,5,2.99,10.99,R
13446,2005-08-20 00:06:13.000,2005-08-22 19:56:13.000,MILLARD,2,Woodridge,QUILLS BULL,4,4.99,19.99,R
13447,2005-08-20 00:09:36.000,2005-08-25 01:22:36.000,TIRADO,2,Woodridge,BEETHOVEN EXORCIST,6,0.99,26.99,PG-13
13448,2005-08-20 00:12:43.000,2005-08-25 02:33:43.000,THRASHER,2,Woodridge,NOTORIOUS REUNION,7,0.99,9.99,NC-17
13449,2005-08-20 00:17:01.000,2005-08-23 20:42:01.000,HARDISON,2,Woodridge,ENOUGH RAGING,7,2.99,16.99,NC-17
13450,2005-08-20 00:18:15.000,2005-08-24 19:36:15.000,RIVERA,1,Lethbridge,ANONYMOUS HUMAN,7,0.99,12.99,NC-17
13451,2005-08-20 00:18:25.000,2005-08-29 01:08:25.000,DAVIS,1,Lethbridge,STAR OPERATION,5,2.99,9.99,PG
13452,2005-08-20 00:20:07.000,2005-08-25 05:43:07.000,HOULE,2,Woodridge,LOUISIANA HARRY,5,0.99,18.99,PG-13
13453,2005-08-20 00:30:51.000,2005-08-28 18:43:51.000,GARDNER,2,Woodridge,JASON TRAP,5,2.99,9.99,NC-17
13454,2005-08-20 00:30:52.000,2005-08-27 19:45:52.000,HOULE,1,Lethbridge,FROST HEAD,5,0.99,13.99,PG
13455,2005-08-20 00:32:17.000,2005-08-26 19:33:17.000,HENRY,1,Lethbridge,EVOLUTION ALTER,5,0.99,10.99,PG-13
13456,2005-08-20 00:33:19.000,2005-08-22 01:47:19.000,JACKSON,2,Woodridge,GILMORE BOILED,5,0.99,29.99,R
13457,2005-08-20 00:33:22.000,2005-08-26 21:37:22.000,HOLLAND,2,Woodridge,EARTH VISION,7,0.99,29.99,NC-17
13458,2005-08-20 00:35:30.000,2005-08-21 20:51:30.000,STANLEY,2,Woodridge,TWISTED PIRATES,4,4.99,23.99,PG
13459,2005-08-20 00:45:40.000,2005-08-29 02:53:40.000,ELLIS,1,Lethbridge,SLACKER LIAISONS,7,4.99,29.99,R
13460,2005-08-20 00:48:24.000,2005-08-28 04:13:24.000,IRBY,1,Lethbridge,BARBARELLA STREETCAR,6,2.99,27.99,G
13461,2005-08-20 00:49:04.000,2005-08-28 02:49:04.000,HAWKS,1,Lethbridge,MIDSUMMER GROUNDHOG,3,4.99,27.99,G
13462,2005-08-20 00:49:19.000,2005-08-26 06:21:19.000,MEADOR,2,Woodridge,STEPMOM DREAM,7,4.99,9.99,NC-17
13463,2005-08-20 00:50:54.000,2005-08-28 23:00:54.000,CLARK,2,Woodridge,CALIFORNIA BIRDS,4,4.99,19.99,NC-17
13464,2006-02-14 15:16:03.000,,MCCARTER,2,Woodridge,VANISHED GARDEN,5,0.99,17.99,R
13465,2005-08-20 00:54:14.000,2005-08-21 20:55:14.000,OGLESBY,1,Lethbridge,ESCAPE METROPOLIS,7,2.99,20.99,R
13466,2005-08-20 00:55:16.000,2005-08-22 22:48:16.000,DAVIDSON,1,Lethbridge,PILOT HOOSIERS,6,2.99,17.99,PG
13467,2005-08-20 00:56:44.000,2005-08-20 20:16:44.000,LEONE,1,Lethbridge,CIRCUS YOUTH,5,2.99,13.99,PG-13
13468,2005-08-20 00:56:44.000,2005-08-29 06:26:44.000,HERRERA,1,Lethbridge,HARRY IDAHO,5,4.99,18.99,PG-13
13469,2005-08-20 00:59:36.000,2005-08-24 22:41:36.000,LYNCH,1,Lethbridge,FEUD FROGMEN,6,0.99,29.99,R
13470,2005-08-20 01:01:16.000,2005-08-21 03:19:16.000,REYES,2,Woodridge,PINOCCHIO SIMON,4,4.99,21.99,PG
13471,2005-08-20 01:02:26.000,2005-08-25 06:37:26.000,HALE,1,Lethbridge,FATAL HAUNTED,6,2.99,24.99,PG
13472,2005-08-20 01:03:31.000,2005-08-28 02:54:31.000,KENNEDY,2,Woodridge,PHILADELPHIA WIFE,7,4.99,16.99,PG-13
13473,2005-08-20 01:03:50.000,2005-08-22 02:33:50.000,HEATON,1,Lethbridge,BOILED DARES,7,4.99,13.99,PG
13474,2005-08-20 01:04:32.000,2005-08-21 20:26:32.000,GIBSON,1,Lethbridge,EARRING INSTINCT,3,0.99,22.99,R
13475,2005-08-20 01:05:05.000,2005-08-20 20:22:05.000,PETERSON,2,Woodridge,QUEEN LUKE,5,4.99,22.99,PG
13476,2005-08-20 01:06:04.000,2005-08-24 23:56:04.000,MILLER,1,Lethbridge,NORTHWEST POLISH,5,2.99,24.99,PG
13477,2005-08-20 01:07:00.000,2005-08-26 02:47:00.000,HANSEN,2,Woodridge,FINDING ANACONDA,4,0.99,10.99,R
13478,2005-08-20 01:07:14.000,2005-08-22 03:41:14.000,EBERT,2,Woodridge,JACKET FRISCO,5,2.99,16.99,PG-13
13479,2005-08-20 01:09:11.000,2005-08-26 05:35:11.000,PATTERSON,1,Lethbridge,EMPIRE MALKOVICH,7,0.99,26.99,G
13480,2005-08-20 01:10:27.000,2005-08-27 22:18:27.000,MARTIN,2,Woodridge,ATTRACTION NEWTON,5,4.99,14.99,PG-13
13481,2005-08-20 01:11:12.000,2005-08-26 23:07:12.000,ROSE,2,Woodridge,MODEL FISH,4,4.99,11.99,NC-17
13482,2005-08-20 01:14:30.000,2005-08-24 04:57:30.000,ANDREWS,1,Lethbridge,GIANT TROOPERS,5,2.99,10.99,R
13483,2005-08-20 01:16:38.000,2005-08-21 20:43:38.000,CHEATHAM,2,Woodridge,MARRIED GO,7,2.99,22.99,G
13484,2005-08-20 01:16:52.000,2005-08-22 23:47:52.000,MILLS,1,Lethbridge,FREEDOM CLEOPATRA,5,0.99,23.99,PG-13
13485,2005-08-20 01:20:14.000,2005-08-22 01:28:14.000,COUGHLIN,1,Lethbridge,SPLENDOR PATTON,5,0.99,20.99,R
13486,2006-02-14 15:16:03.000,,JENNINGS,1,Lethbridge,WILD APOLLO,4,0.99,24.99,R
13487,2005-08-20 01:27:05.000,2005-08-24 00:41:05.000,DOWD,2,Woodridge,METROPOLIS COMA,4,2.99,9.99,PG-13
13488,2005-08-20 01:28:42.000,2005-08-25 06:17:42.000,HIDALGO,1,Lethbridge,CROOKED FROGMEN,6,0.99,27.99,PG-13
13489,2005-08-20 01:29:06.000,2005-08-27 21:11:06.000,SKIDMORE,2,Woodridge,OSCAR GOLD,7,2.99,29.99,PG
13490,2005-08-20 01:29:29.000,2005-08-21 22:36:29.000,GARCIA,1,Lethbridge,BANGER PINOCCHIO,5,0.99,15.99,R
13491,2005-08-20 01:30:56.000,2005-08-28 23:26:56.000,FLEMING,1,Lethbridge,MAGUIRE APACHE,6,2.99,22.99,NC-17
13492,2005-08-20 01:32:04.000,2005-08-29 02:14:04.000,SHERROD,1,Lethbridge,DRIVING POLISH,6,4.99,21.99,NC-17
13493,2005-08-20 01:33:36.000,2005-08-24 06:32:36.000,BAKER,2,Woodridge,ORIENT CLOSER,3,2.99,22.99,R
13494,2005-08-20 01:36:34.000,2005-08-21 06:52:34.000,RALSTON,2,Woodridge,GIANT TROOPERS,5,2.99,10.99,R
13495,2005-08-20 01:40:25.000,2005-08-23 06:32:25.000,SIMMONS,1,Lethbridge,STORM HAPPINESS,6,0.99,28.99,NC-17
13496,2005-08-20 01:42:29.000,2005-08-29 06:47:29.000,GRESHAM,1,Lethbridge,PEACH INNOCENT,3,2.99,20.99,PG-13
13497,2005-08-20 01:46:38.000,2005-08-26 05:37:38.000,DEVORE,1,Lethbridge,ENOUGH RAGING,7,2.99,16.99,NC-17
13498,2005-08-20 01:51:23.000,2005-08-24 05:32:23.000,LUMPKIN,2,Woodridge,GARDEN ISLAND,3,4.99,21.99,G
13499,2005-08-20 01:52:30.000,2005-08-28 04:57:30.000,FARNSWORTH,2,Woodridge,HEAVYWEIGHTS BEAST,6,4.99,25.99,G
13500,2005-08-20 01:54:39.000,2005-08-25 21:23:39.000,MALCOLM,2,Woodridge,EYES DRIVING,4,2.99,13.99,PG-13
13501,2005-08-20 01:56:20.000,2005-08-22 23:07:20.000,HEATON,1,Lethbridge,WAIT CIDER,3,0.99,9.99,PG-13
13502,2005-08-20 01:58:15.000,2005-08-21 20:21:15.000,GRECO,2,Woodridge,EXCITEMENT EVE,3,0.99,20.99,G
13503,2005-08-20 02:00:33.000,2005-08-28 21:03:33.000,HARRIS,1,Lethbridge,BROOKLYN DESERT,7,4.99,21.99,R
13504,2005-08-20 02:01:48.000,2005-08-25 21:52:48.000,FLETCHER,2,Woodridge,VIDEOTAPE ARSENIC,4,4.99,10.99,NC-17
13505,2005-08-20 02:05:57.000,2005-08-23 05:52:57.000,CHURCHILL,2,Woodridge,DAISY MENAGERIE,5,4.99,9.99,G
13506,2005-08-20 02:07:06.000,2005-08-26 08:06:06.000,BYRD,2,Woodridge,EXPECATIONS NATURAL,5,4.99,26.99,PG-13
13507,2005-08-20 02:10:27.000,2005-08-23 04:03:27.000,LYMAN,2,Woodridge,RIGHT CRANES,7,4.99,29.99,PG-13
13508,2005-08-20 02:12:54.000,2005-08-28 21:47:54.000,MURRELL,2,Woodridge,TOMORROW HUSTLER,3,2.99,21.99,R
13509,2005-08-20 02:14:16.000,2005-08-22 06:36:16.000,TUCKER,2,Woodridge,SLIPPER FIDELITY,5,0.99,14.99,PG-13
13510,2005-08-20 02:18:30.000,2005-08-27 01:33:30.000,WOODS,1,Lethbridge,CINCINATTI WHISPERER,5,4.99,26.99,NC-17
13511,2005-08-20 02:21:40.000,2005-08-21 03:26:40.000,LEWIS,2,Woodridge,PACKER MADIGAN,3,0.99,20.99,PG-13
13512,2005-08-20 02:27:13.000,2005-08-28 04:40:13.000,COOPER,1,Lethbridge,WONDERLAND CHRISTMAS,4,4.99,19.99,PG
13513,2005-08-20 02:27:53.000,2005-08-22 06:10:53.000,GRESHAM,1,Lethbridge,GLEAMING JAWBREAKER,5,2.99,25.99,NC-17
13514,2005-08-20 02:28:09.000,2005-08-25 00:41:09.000,ALEXANDER,1,Lethbridge,ROXANNE REBEL,5,0.99,9.99,R
13515,2005-08-20 02:29:47.000,2005-08-23 08:12:47.000,CHAVEZ,2,Woodridge,RUSH GOODFELLAS,3,0.99,20.99,PG
13516,2005-08-20 02:32:45.000,2005-08-27 04:38:45.000,BRYANT,1,Lethbridge,VAMPIRE WHALE,4,4.99,11.99,NC-17
13517,2005-08-20 02:33:17.000,2005-08-23 22:40:17.000,FOX,1,Lethbridge,CANDLES GRAPES,6,4.99,15.99,NC-17
13518,2005-08-20 02:36:17.000,2005-08-24 08:06:17.000,HERZOG,1,Lethbridge,BLACKOUT PRIVATE,7,2.99,12.99,PG
13519,2005-08-20 02:37:07.000,2005-08-23 01:26:07.000,THOMAS,2,Woodridge,ARMY FLINTSTONES,4,0.99,22.99,R
13520,2005-08-20 02:41:46.000,2005-08-22 01:53:46.000,KELLY,1,Lethbridge,RINGS HEARTBREAKERS,5,0.99,17.99,G
13521,2005-08-20 02:42:28.000,2005-08-22 06:12:28.000,STEPP,2,Woodridge,MEET CHOCOLATE,3,2.99,26.99,G
13522,2005-08-20 02:44:06.000,2005-08-28 05:30:06.000,GRAF,2,Woodridge,OTHERS SOUP,7,2.99,18.99,PG
13523,2005-08-20 02:47:03.000,2005-08-28 07:43:03.000,BURLESON,1,Lethbridge,ARACHNOPHOBIA ROLLERCOASTER,4,2.99,24.99,PG-13
13524,2005-08-20 02:48:43.000,2005-08-27 03:14:43.000,MCALISTER,1,Lethbridge,YENTL IDAHO,5,4.99,11.99,R
13525,2005-08-20 02:50:44.000,2005-08-26 22:58:44.000,OWENS,2,Woodridge,SCHOOL JACKET,5,4.99,21.99,PG-13
13526,2005-08-20 02:58:42.000,2005-08-27 22:36:42.000,JIMENEZ,1,Lethbridge,HONEY TIES,3,0.99,29.99,R
13527,2005-08-20 03:00:47.000,2005-08-25 01:03:47.000,SOUTH,1,Lethbridge,WEEKEND PERSONAL,5,2.99,26.99,R
13528,2005-08-20 03:03:31.000,2005-08-26 03:09:31.000,GUTIERREZ,2,Woodridge,HARPER DYING,3,0.99,15.99,G
13529,2005-08-20 03:07:47.000,2005-08-21 21:50:47.000,ELLIOTT,1,Lethbridge,HOPE TOOTSIE,4,2.99,22.99,NC-17
13530,2005-08-20 03:12:43.000,2005-08-23 09:01:43.000,FERGUSON,2,Woodridge,CELEBRITY HORN,7,0.99,24.99,PG-13
13531,2005-08-20 03:26:10.000,2005-08-25 03:41:10.000,FERGUSON,2,Woodridge,MUSCLE BRIGHT,7,2.99,23.99,G
13532,2005-08-20 03:29:28.000,2005-08-23 22:53:28.000,BERRY,2,Woodridge,FIDELITY DEVIL,5,4.99,11.99,G
13533,2005-08-20 03:30:00.000,2005-08-27 05:53:00.000,QUIGLEY,2,Woodridge,HALF OUTFIELD,6,2.99,25.99,PG-13
13534,2006-02-14 15:16:03.000,,SANDERS,2,Woodridge,LUST LOCK,3,2.99,28.99,G
13535,2005-08-20 03:30:25.000,2005-08-28 04:35:25.000,LONG,1,Lethbridge,FULL FLATLINERS,6,2.99,14.99,PG
13536,2005-08-20 03:35:16.000,2005-08-25 04:06:16.000,ANDREWS,2,Woodridge,CHISUM BEHAVIOR,5,4.99,25.99,G
13537,2005-08-20 03:39:15.000,2005-08-23 22:03:15.000,EAST,1,Lethbridge,MALKOVICH PET,6,2.99,22.99,G
13538,2006-02-14 15:16:03.000,,SHELTON,1,Lethbridge,CAT CONEHEADS,5,4.99,14.99,G
13539,2005-08-20 03:40:27.000,2005-08-27 07:15:27.000,HARDER,1,Lethbridge,PITY BOUND,5,4.99,19.99,NC-17
13540,2005-08-20 03:41:23.000,2005-08-27 09:09:23.000,GAFFNEY,1,Lethbridge,SPINAL ROCKY,7,2.99,12.99,PG-13
